Order_Line;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Product_ID;Sales;Quantity;Discount;Profit;s_prod_id;s_cust_id
678,00;CA-2014-107594;18/12/2016 00:00;22/12/2016 00:00;Standard Class;EH-13945;TEC-PH-10002923;73,98;2,00;,00;19,97;1 796,00;259,00
680,00;CA-2014-120096;20/12/2016 00:00;23/12/2016 00:00;First Class;KE-16420;OFF-PA-10001977;177,54;4,00;20,00;62,14;1 147,00;427,00
682,00;CA-2014-138709;20/12/2016 00:00;25/12/2016 00:00;Standard Class;MS-17770;OFF-PA-10004734;21,84;3,00;,00;10,92;1 279,00;540,00
684,00;CA-2014-157784;21/12/2016 00:00;24/12/2016 00:00;First Class;MC-17845;TEC-AC-10003911;479,97;3,00;,00;163,19;1 572,00;493,00
686,00;CA-2014-157784;21/12/2016 00:00;24/12/2016 00:00;First Class;MC-17845;OFF-PA-10000304;19,44;3,00;,00;9,33;1 039,00;493,00
688,00;US-2014-160444;21/12/2016 00:00;21/12/2016 00:00;Same Day;DC-12850;OFF-ST-10000563;281,42;11,00;20,00;-35,18;1 305,00;200,00
690,00;CA-2014-152849;21/12/2016 00:00;28/12/2016 00:00;Standard Class;DW-13195;OFF-AR-10002833;4,37;3,00;20,00;,38;563,00;242,00
692,00;CA-2014-103317;21/12/2016 00:00;24/12/2016 00:00;First Class;DM-13525;OFF-BI-10001787;9,81;5,00;70,00;-6,87;714,00;227,00
694,00;CA-2014-134278;22/12/2016 00:00;24/12/2016 00:00;First Class;EP-13915;TEC-CO-10001046;559,99;1,00;20,00;175,00;1 604,00;276,00
696,00;US-2014-138758;23/12/2016 00:00;27/12/2016 00:00;Standard Class;JL-15835;FUR-CH-10002880;172,19;2,00;30,00;-46,74;98,00;388,00
698,00;CA-2014-150301;24/12/2016 00:00;26/12/2016 00:00;First Class;MH-18025;FUR-CH-10002647;63,88;1,00;10,00;10,65;94,00;515,00
700,00;CA-2014-100090;24/12/2016 00:00;28/12/2016 00:00;Standard Class;EB-13705;OFF-BI-10001597;196,70;6,00;20,00;68,85;700,00;247,00
702,00;CA-2014-165379;25/12/2016 00:00;31/12/2016 00:00;Standard Class;BM-11650;OFF-PA-10002245;14,35;3,00;20,00;4,49;1 160,00;93,00
704,00;CA-2014-114125;25/12/2016 00:00;29/12/2016 00:00;Standard Class;GH-14410;OFF-BI-10003291;41,90;6,00;20,00;14,14;768,00;299,00
706,00;CA-2014-113271;25/12/2016 00:00;30/12/2016 00:00;Standard Class;DS-13030;OFF-BI-10002609;14,30;6,00;20,00;4,65;744,00;238,00
708,00;CA-2014-113271;25/12/2016 00:00;30/12/2016 00:00;Standard Class;DS-13030;OFF-AR-10003251;5,56;2,00;,00;2,22;576,00;238,00
710,00;CA-2014-163552;27/12/2016 00:00;31/12/2016 00:00;Standard Class;LA-16780;OFF-PA-10000474;177,20;5,00;,00;83,28;1 049,00;448,00
712,00;CA-2014-163552;27/12/2016 00:00;31/12/2016 00:00;Standard Class;LA-16780;FUR-CH-10003379;854,94;3,00;,00;213,74;105,00;448,00
714,00;CA-2014-163552;27/12/2016 00:00;31/12/2016 00:00;Standard Class;LA-16780;OFF-LA-10001175;14,40;5,00;,00;7,06;961,00;448,00
716,00;CA-2014-123225;27/12/2016 00:00;30/12/2016 00:00;First Class;MN-17935;OFF-PA-10000552;10,37;2,00;20,00;3,63;1 058,00;529,00
718,00;CA-2014-133305;27/12/2016 00:00;31/12/2016 00:00;Standard Class;MH-17455;OFF-BI-10002954;18,28;5,00;20,00;6,40;759,00;512,00
720,00;CA-2014-129924;28/12/2016 00:00;02/01/2017 00:00;Standard Class;AC-10420;OFF-BI-10003314;7,71;2,00;20,00;2,80;770,00;12,00
722,00;CA-2014-110184;28/12/2016 00:00;01/01/2017 00:00;Standard Class;BF-11170;OFF-ST-10000107;249,75;9,00;,00;44,96;1 295,00;83,00
724,00;CA-2014-131310;28/12/2016 00:00;03/01/2017 00:00;Standard Class;CL-12565;FUR-CH-10001797;123,14;4,00;20,00;13,85;75,00;153,00
726,00;CA-2014-124807;28/12/2016 00:00;31/12/2016 00:00;Second Class;ME-17725;OFF-PA-10001526;35,86;9,00;20,00;13,00;1 108,00;499,00
728,00;CA-2014-161508;28/12/2016 00:00;01/01/2017 00:00;Standard Class;PV-18985;FUR-CH-10002126;512,36;3,00;30,00;-14,64;85,00;613,00
730,00;CA-2014-161508;28/12/2016 00:00;01/01/2017 00:00;Standard Class;PV-18985;OFF-AR-10003158;22,29;7,00;20,00;3,90;571,00;613,00
732,00;US-2014-165862;29/12/2016 00:00;02/01/2017 00:00;Standard Class;GK-14620;FUR-TA-10002855;351,22;3,00;20,00;4,39;349,00;303,00
734,00;US-2014-103905;30/12/2016 00:00;05/01/2017 00:00;Standard Class;AW-10930;TEC-PH-10001552;38,27;4,00;20,00;3,83;1 731,00;62,00
736,00;CA-2014-164182;30/12/2016 00:00;03/01/2017 00:00;Standard Class;ST-20530;TEC-PH-10002070;13,49;1,00;40,00;-2,25;1 752,00;719,00
738,00;CA-2014-164182;30/12/2016 00:00;03/01/2017 00:00;Standard Class;ST-20530;FUR-FU-10001057;31,98;2,00;20,00;1,20;174,00;719,00
740,00;CA-2014-124464;30/12/2016 00:00;05/01/2017 00:00;Standard Class;SS-20515;OFF-AP-10000576;39,48;1,00;,00;11,05;388,00;716,00
742,00;CA-2014-115980;31/12/2016 00:00;04/01/2017 00:00;Standard Class;VW-21775;TEC-AC-10003709;2,97;3,00;,00;1,31;1 569,00;787,00
744,00;CA-2014-123295;03/01/2017 00:00;03/01/2017 00:00;Same Day;AH-10120;FUR-CH-10002372;259,14;4,00;20,00;-25,91;91,00;30,00
746,00;US-2014-150434;04/01/2017 00:00;09/01/2017 00:00;Standard Class;CA-12310;TEC-PH-10000895;359,98;2,00;,00;93,59;1 707,00;124,00
748,00;US-2014-150434;04/01/2017 00:00;09/01/2017 00:00;Standard Class;CA-12310;OFF-BI-10003694;20,88;2,00;,00;9,60;786,00;124,00
750,00;CA-2014-168158;04/01/2017 00:00;09/01/2017 00:00;Standard Class;EM-14140;OFF-BI-10001759;6,10;2,00;20,00;2,21;712,00;273,00
752,00;CA-2014-143903;05/01/2017 00:00;09/01/2017 00:00;Standard Class;KM-16375;FUR-FU-10003724;16,74;5,00;60,00;-14,23;269,00;437,00
754,00;CA-2014-142965;05/01/2017 00:00;05/01/2017 00:00;Same Day;SW-20245;OFF-ST-10002583;25,98;1,00;20,00;-5,20;1 377,00;725,00
756,00;CA-2014-141726;05/01/2017 00:00;07/01/2017 00:00;First Class;CC-12145;OFF-PA-10000418;104,85;1,00;,00;50,33;1 047,00;130,00
758,00;CA-2014-141726;05/01/2017 00:00;07/01/2017 00:00;First Class;CC-12145;OFF-PA-10002230;19,92;4,00;,00;9,76;1 159,00;130,00
760,00;CA-2014-157546;05/01/2017 00:00;07/01/2017 00:00;First Class;RD-19720;OFF-BI-10002498;89,71;6,00;20,00;30,28;741,00;634,00
762,00;CA-2014-127866;05/01/2017 00:00;08/01/2017 00:00;First Class;JD-15895;TEC-AC-10000023;41,94;2,00;,00;15,10;1 459,00;350,00
764,00;CA-2014-127866;05/01/2017 00:00;08/01/2017 00:00;First Class;JD-15895;OFF-AR-10003481;13,12;4,00;,00;3,80;584,00;350,00
766,00;CA-2014-116932;06/01/2017 00:00;10/01/2017 00:00;Standard Class;ME-18010;OFF-AR-10002067;99,20;5,00;,00;25,79;544,00;500,00
768,00;CA-2014-116932;06/01/2017 00:00;10/01/2017 00:00;Standard Class;ME-18010;FUR-TA-10004175;272,85;1,00;20,00;27,28;366,00;500,00
770,00;CA-2014-129189;06/01/2017 00:00;10/01/2017 00:00;Standard Class;HM-14860;OFF-EN-10003567;87,92;5,00;20,00;29,67;887,00;329,00
772,00;CA-2014-129189;06/01/2017 00:00;10/01/2017 00:00;Standard Class;HM-14860;OFF-BI-10000494;1,04;1,00;80,00;-1,83;657,00;329,00
774,00;CA-2014-127691;07/01/2017 00:00;12/01/2017 00:00;Standard Class;EM-14065;OFF-AR-10002053;5,96;2,00;,00;1,67;543,00;271,00
776,00;CA-2014-117464;07/01/2017 00:00;09/01/2017 00:00;Second Class;NP-18325;OFF-AR-10003190;11,52;4,00;,00;3,23;574,00;571,00
778,00;CA-2014-117464;07/01/2017 00:00;09/01/2017 00:00;Second Class;NP-18325;OFF-ST-10003058;236,50;10,00;,00;68,59;1 384,00;571,00
780,00;CA-2014-122679;07/01/2017 00:00;13/01/2017 00:00;Standard Class;AB-10255;OFF-AR-10004757;19,68;6,00;,00;6,49;630,00;10,00
782,00;US-2014-119137;08/01/2017 00:00;12/01/2017 00:00;Standard Class;AG-10900;OFF-BI-10001982;8,16;5,00;70,00;-5,71;718,00;27,00
784,00;US-2014-119137;08/01/2017 00:00;12/01/2017 00:00;Standard Class;AG-10900;OFF-AR-10000658;9,24;1,00;20,00;,92;493,00;27,00
786,00;CA-2014-103058;08/01/2017 00:00;09/01/2017 00:00;First Class;AG-10270;TEC-AC-10001314;99,98;2,00;,00;8,00;1 494,00;19,00
788,00;CA-2014-145254;08/01/2017 00:00;12/01/2017 00:00;Standard Class;NC-18535;OFF-SU-10004664;40,70;5,00;,00;11,80;1 454,00;557,00
790,00;CA-2014-145254;08/01/2017 00:00;12/01/2017 00:00;Standard Class;NC-18535;TEC-AC-10002167;45,00;3,00;,00;4,95;1 521,00;557,00
792,00;CA-2014-143917;10/01/2017 00:00;12/01/2017 00:00;Second Class;KL-16645;OFF-SU-10000151;8 187,65;5,00;,00;327,51;1 421,00;435,00
794,00;CA-2014-146528;10/01/2017 00:00;12/01/2017 00:00;Second Class;VF-21715;OFF-PA-10002195;6,48;1,00;,00;3,18;1 157,00;778,00
796,00;US-2014-155894;11/01/2017 00:00;15/01/2017 00:00;Second Class;CL-11890;OFF-ST-10004804;123,55;3,00;20,00;-29,34;1 416,00;152,00
798,00;CA-2014-126760;11/01/2017 00:00;18/01/2017 00:00;Standard Class;KM-16720;FUR-CH-10003312;674,35;3,00;20,00;-109,58;104,00;439,00
800,00;CA-2014-126760;11/01/2017 00:00;18/01/2017 00:00;Standard Class;KM-16720;TEC-AC-10004814;170,97;3,00;,00;70,10;1 595,00;439,00
802,00;CA-2014-116190;11/01/2017 00:00;17/01/2017 00:00;Standard Class;SG-20470;FUR-CH-10000553;67,88;2,00;,00;18,33;58,00;689,00
804,00;CA-2014-116190;11/01/2017 00:00;17/01/2017 00:00;Standard Class;SG-20470;FUR-FU-10000719;25,71;3,00;,00;9,26;162,00;689,00
806,00;CA-2014-169019;11/01/2017 00:00;15/01/2017 00:00;Standard Class;LF-17185;FUR-FU-10004666;17,50;3,00;60,00;-10,06;306,00;460,00
808,00;CA-2014-169019;11/01/2017 00:00;15/01/2017 00:00;Standard Class;LF-17185;TEC-AC-10002076;431,14;9,00;20,00;-26,95;1 519,00;460,00
810,00;CA-2014-169019;11/01/2017 00:00;15/01/2017 00:00;Standard Class;LF-17185;OFF-AP-10003281;4,84;2,00;80,00;-12,09;448,00;460,00
812,00;US-2014-150126;12/01/2017 00:00;18/01/2017 00:00;Standard Class;AS-10045;OFF-PA-10002709;65,78;11,00;,00;32,23;1 183,00;52,00
814,00;CA-2014-131541;13/01/2017 00:00;13/01/2017 00:00;Same Day;CK-12205;OFF-FA-10000621;14,32;5,00;20,00;5,19;909,00;148,00
816,00;CA-2014-131541;13/01/2017 00:00;13/01/2017 00:00;Same Day;CK-12205;OFF-EN-10000781;48,94;7,00;20,00;16,52;850,00;148,00
818,00;CA-2014-117345;17/01/2017 00:00;21/01/2017 00:00;Standard Class;BF-10975;OFF-LA-10000240;17,54;3,00;20,00;5,92;947,00;79,00
820,00;CA-2014-117345;17/01/2017 00:00;21/01/2017 00:00;Standard Class;BF-10975;OFF-AP-10001005;62,92;1,00;20,00;10,22;396,00;79,00
822,00;CA-2014-152296;17/01/2017 00:00;19/01/2017 00:00;First Class;IL-15100;OFF-BI-10004506;19,75;3,00;20,00;6,91;826,00;337,00
824,00;US-2014-106299;18/01/2017 00:00;24/01/2017 00:00;Standard Class;NZ-18565;OFF-BI-10001758;26,70;5,00;,00;12,55;711,00;579,00
826,00;US-2014-106299;18/01/2017 00:00;24/01/2017 00:00;Standard Class;NZ-18565;OFF-ST-10002011;838,38;2,00;,00;226,36;1 359,00;579,00
828,00;CA-2014-133690;19/01/2017 00:00;21/01/2017 00:00;First Class;BS-11755;OFF-AP-10003622;2,60;1,00;20,00;,29;451,00;109,00
830,00;CA-2014-125612;19/01/2017 00:00;24/01/2017 00:00;Standard Class;BK-11260;OFF-SU-10002537;102,30;10,00;,00;26,60;1 440,00;90,00
832,00;CA-2014-128986;19/01/2017 00:00;21/01/2017 00:00;Second Class;GH-14410;OFF-PA-10001289;93,02;3,00;20,00;33,72;1 096,00;299,00
834,00;CA-2014-126361;20/01/2017 00:00;25/01/2017 00:00;Second Class;VD-21670;OFF-PA-10000806;447,84;8,00;,00;219,44;1 075,00;777,00
836,00;CA-2014-126361;20/01/2017 00:00;25/01/2017 00:00;Second Class;VD-21670;TEC-PH-10002310;399,96;5,00;20,00;35,00;1 764,00;777,00
838,00;CA-2014-126361;20/01/2017 00:00;25/01/2017 00:00;Second Class;VD-21670;OFF-BI-10002852;13,18;1,00;20,00;4,78;753,00;777,00
840,00;CA-2014-134215;20/01/2017 00:00;24/01/2017 00:00;Standard Class;ML-17395;OFF-PA-10004353;259,74;13,00;,00;124,68;1 261,00;520,00
842,00;CA-2014-118962;21/01/2017 00:00;25/01/2017 00:00;Standard Class;CS-12130;OFF-PA-10000659;20,94;3,00;,00;9,84;1 065,00;175,00
844,00;CA-2014-118962;21/01/2017 00:00;25/01/2017 00:00;Standard Class;CS-12130;FUR-CH-10003817;340,14;7,00;20,00;21,26;112,00;175,00
846,00;CA-2014-150490;21/01/2017 00:00;27/01/2017 00:00;Standard Class;SS-20590;OFF-ST-10000321;15,78;2,00;,00;,63;1 299,00;717,00
848,00;US-2014-117968;21/01/2017 00:00;23/01/2017 00:00;Second Class;RS-19420;OFF-AP-10002765;79,47;3,00;,00;22,25;436,00;658,00
850,00;US-2014-117968;21/01/2017 00:00;23/01/2017 00:00;Second Class;RS-19420;FUR-CH-10002335;1 133,35;5,00;,00;294,67;90,00;658,00
852,00;CA-2014-110065;21/01/2017 00:00;27/01/2017 00:00;Standard Class;SP-20650;OFF-AR-10004165;15,96;7,00;,00;7,02;614,00;709,00
854,00;CA-2014-115357;22/01/2017 00:00;27/01/2017 00:00;Second Class;RF-19735;TEC-AC-10000023;62,91;3,00;,00;22,65;1 459,00;641,00
856,00;CA-2014-131450;24/01/2017 00:00;31/01/2017 00:00;Standard Class;LR-16915;OFF-AP-10004708;76,12;2,00;,00;22,07;469,00;470,00
858,00;CA-2014-131450;24/01/2017 00:00;31/01/2017 00:00;Standard Class;LR-16915;TEC-PH-10002398;445,96;5,00;20,00;55,75;1 768,00;470,00
860,00;CA-2014-151708;24/01/2017 00:00;30/01/2017 00:00;Standard Class;MB-17305;FUR-FU-10001602;121,38;4,00;20,00;-3,03;191,00;485,00
862,00;CA-2014-154669;24/01/2017 00:00;27/01/2017 00:00;Second Class;TM-21010;OFF-ST-10000532;423,28;11,00;,00;110,05;1 304,00;754,00
864,00;CA-2014-124478;24/01/2017 00:00;28/01/2017 00:00;Standard Class;MA-17560;OFF-AP-10002495;167,54;3,00;10,00;37,23;428,00;483,00
866,00;CA-2014-124478;24/01/2017 00:00;28/01/2017 00:00;Standard Class;MA-17560;FUR-FU-10002088;53,88;6,00;,00;22,63;211,00;483,00
868,00;CA-2014-156790;24/01/2017 00:00;26/01/2017 00:00;Second Class;VG-21790;FUR-BO-10000468;155,46;4,00;20,00;-7,77;4,00;779,00
870,00;CA-2014-167850;25/01/2017 00:00;01/02/2017 00:00;Standard Class;AG-10525;OFF-PA-10001937;15,55;3,00;20,00;5,44;1 140,00;24,00
872,00;CA-2014-166471;25/01/2017 00:00;29/01/2017 00:00;Standard Class;MG-17650;TEC-PH-10001530;1 091,17;4,00;20,00;68,20;1 729,00;503,00
874,00;CA-2014-169726;25/01/2017 00:00;29/01/2017 00:00;Standard Class;JH-15985;OFF-BI-10004600;2 060,74;7,00;20,00;643,98;831,00;372,00
876,00;CA-2014-161249;25/01/2017 00:00;29/01/2017 00:00;Standard Class;RD-19720;OFF-FA-10004838;4,46;3,00;20,00;-,95;941,00;634,00
878,00;CA-2014-127012;27/01/2017 00:00;31/01/2017 00:00;Standard Class;GM-14680;FUR-FU-10003691;12,35;1,00;,00;5,43;267,00;307,00
880,00;CA-2014-127012;27/01/2017 00:00;31/01/2017 00:00;Standard Class;GM-14680;OFF-FA-10004854;22,96;2,00;,00;10,79;942,00;307,00
882,00;CA-2014-109302;28/01/2017 00:00;01/02/2017 00:00;Standard Class;CS-12175;OFF-BI-10002854;196,21;7,00;,00;98,11;754,00;176,00
884,00;CA-2014-109897;28/01/2017 00:00;01/02/2017 00:00;Standard Class;BW-11200;FUR-FU-10002878;85,44;3,00;,00;31,61;239,00;120,00
886,00;CA-2014-156244;28/01/2017 00:00;01/02/2017 00:00;Standard Class;DH-13675;OFF-AR-10004344;47,96;5,00;20,00;4,20;618,00;207,00
888,00;CA-2014-156244;28/01/2017 00:00;01/02/2017 00:00;Standard Class;DH-13675;OFF-AP-10002403;211,25;6,00;20,00;15,84;424,00;207,00
890,00;CA-2014-156244;28/01/2017 00:00;01/02/2017 00:00;Standard Class;DH-13675;OFF-LA-10000443;2,95;1,00;20,00;1,00;953,00;207,00
892,00;CA-2014-153927;28/01/2017 00:00;29/01/2017 00:00;First Class;LL-16840;TEC-AC-10000023;272,61;13,00;,00;98,14;1 459,00;465,00
894,00;CA-2014-141005;31/01/2017 00:00;03/02/2017 00:00;First Class;CS-12355;OFF-BI-10001989;62,94;3,00;,00;30,21;719,00;178,00
896,00;CA-2014-109043;31/01/2017 00:00;02/02/2017 00:00;First Class;CS-12355;OFF-AP-10004708;152,24;5,00;20,00;17,13;469,00;178,00
898,00;US-2014-164406;31/01/2017 00:00;04/02/2017 00:00;Standard Class;BD-11605;OFF-PA-10000167;92,94;3,00;,00;41,82;1 026,00;71,00
900,00;US-2014-164406;31/01/2017 00:00;04/02/2017 00:00;Standard Class;BD-11605;OFF-BI-10003638;46,44;3,00;20,00;15,09;779,00;71,00
902,00;CA-2014-142839;01/02/2017 00:00;05/02/2017 00:00;Standard Class;TS-21610;FUR-TA-10001539;853,09;6,00;40,00;-227,49;329,00;768,00
904,00;CA-2014-111500;02/02/2017 00:00;06/02/2017 00:00;Standard Class;DJ-13510;OFF-PA-10000595;114,20;5,00;,00;52,53;1 063,00;209,00
906,00;CA-2014-111500;02/02/2017 00:00;06/02/2017 00:00;Standard Class;DJ-13510;OFF-FA-10002676;12,67;7,00;,00;4,56;923,00;209,00
908,00;CA-2014-121727;04/02/2017 00:00;09/02/2017 00:00;Standard Class;JK-15625;OFF-AR-10004930;10,72;2,00;20,00;1,74;633,00;379,00
910,00;US-2014-164616;04/02/2017 00:00;06/02/2017 00:00;Second Class;MS-17770;OFF-SU-10004768;9,18;2,00;20,00;1,15;1 456,00;540,00
912,00;CA-2014-133158;04/02/2017 00:00;06/02/2017 00:00;Second Class;DW-13195;FUR-FU-10000723;289,24;7,00;,00;26,03;163,00;242,00
914,00;US-2014-143581;04/02/2017 00:00;08/02/2017 00:00;Standard Class;BS-11365;OFF-ST-10000991;344,91;3,00;,00;10,35;1 326,00;105,00
916,00;CA-2014-114321;05/02/2017 00:00;10/02/2017 00:00;Standard Class;NC-18535;FUR-CH-10001797;500,24;13,00;,00;145,07;75,00;557,00
918,00;CA-2014-114321;05/02/2017 00:00;10/02/2017 00:00;Standard Class;NC-18535;OFF-BI-10001359;896,99;1,00;,00;421,59;692,00;557,00
920,00;CA-2014-130918;07/02/2017 00:00;09/02/2017 00:00;Second Class;JP-15520;OFF-SU-10003936;7,63;3,00;20,00;-1,81;1 447,00;401,00
922,00;CA-2014-110639;08/02/2017 00:00;08/02/2017 00:00;Same Day;RH-19495;OFF-PA-10003936;25,92;4,00;,00;12,44;1 241,00;643,00
924,00;CA-2014-154837;08/02/2017 00:00;12/02/2017 00:00;Second Class;RB-19645;OFF-BI-10001575;49,57;2,00;20,00;17,35;699,00;626,00
926,00;CA-2014-124737;08/02/2017 00:00;12/02/2017 00:00;Standard Class;AP-10915;OFF-SU-10004661;6,80;1,00;20,00;,51;1 453,00;45,00
928,00;CA-2014-124737;08/02/2017 00:00;12/02/2017 00:00;Standard Class;AP-10915;TEC-PH-10000149;143,64;9,00;20,00;10,77;1 685,00;45,00
930,00;CA-2014-124737;08/02/2017 00:00;12/02/2017 00:00;Standard Class;AP-10915;OFF-PA-10001125;223,06;9,00;20,00;69,71;1 085,00;45,00
932,00;CA-2014-106719;09/02/2017 00:00;09/02/2017 00:00;Same Day;RB-19645;OFF-BI-10002799;8,29;2,00;20,00;2,69;749,00;626,00
934,00;CA-2014-107916;09/02/2017 00:00;11/02/2017 00:00;First Class;JP-15460;OFF-BI-10001116;12,67;3,00;20,00;4,44;682,00;400,00
936,00;CA-2014-115259;10/02/2017 00:00;12/02/2017 00:00;Second Class;RC-19960;OFF-FA-10000621;40,10;14,00;20,00;14,53;909,00;630,00
938,00;CA-2014-115259;10/02/2017 00:00;12/02/2017 00:00;Second Class;RC-19960;OFF-PA-10004965;23,98;3,00;20,00;7,49;1 286,00;630,00
940,00;CA-2014-104178;10/02/2017 00:00;14/02/2017 00:00;Standard Class;JM-15265;FUR-FU-10000771;6,28;1,00;,00;2,64;168,00;391,00
942,00;CA-2014-104178;10/02/2017 00:00;14/02/2017 00:00;Standard Class;JM-15265;OFF-PA-10004983;25,92;4,00;,00;12,44;1 288,00;391,00
944,00;CA-2014-103660;10/02/2017 00:00;15/02/2017 00:00;Standard Class;MW-18220;TEC-PH-10000895;1 007,94;7,00;20,00;75,60;1 707,00;547,00
946,00;CA-2014-126200;10/02/2017 00:00;14/02/2017 00:00;Standard Class;JE-15715;OFF-BI-10002225;12,38;3,00;80,00;-19,81;732,00;356,00
948,00;CA-2014-107398;10/02/2017 00:00;15/02/2017 00:00;Standard Class;BS-11590;OFF-BI-10004141;2,86;3,00;70,00;-2,29;809,00;107,00
950,00;CA-2014-123260;11/02/2017 00:00;15/02/2017 00:00;Standard Class;FM-14290;TEC-AC-10002323;176,80;8,00;,00;22,98;1 525,00;288,00
952,00;CA-2014-103331;11/02/2017 00:00;17/02/2017 00:00;Standard Class;KB-16315;OFF-PA-10002160;17,34;3,00;,00;8,50;1 156,00;416,00
954,00;US-2014-115413;11/02/2017 00:00;17/02/2017 00:00;Standard Class;PP-18955;OFF-AR-10003770;8,64;3,00;,00;2,51;598,00;607,00
956,00;CA-2014-143336;12/02/2017 00:00;17/02/2017 00:00;Second Class;ZD-21925;OFF-AR-10003056;8,56;2,00;,00;2,48;568,00;793,00
958,00;CA-2014-143336;12/02/2017 00:00;17/02/2017 00:00;Second Class;ZD-21925;OFF-BI-10002215;22,72;4,00;20,00;7,38;731,00;793,00
960,00;CA-2014-124688;12/02/2017 00:00;14/02/2017 00:00;First Class;CC-12610;FUR-FU-10002456;29,12;4,00;,00;12,52;225,00;136,00
962,00;CA-2014-101266;12/02/2017 00:00;15/02/2017 00:00;Second Class;MM-17920;OFF-PA-10002986;13,36;2,00;,00;6,41;1 196,00;526,00
964,00;CA-2014-135699;14/02/2017 00:00;14/02/2017 00:00;Same Day;HH-15010;OFF-PA-10003001;13,36;2,00;,00;6,41;1 197,00;325,00
966,00;CA-2014-169775;14/02/2017 00:00;18/02/2017 00:00;Second Class;RA-19945;OFF-BI-10004390;505,18;4,00;70,00;-336,78;822,00;620,00
968,00;CA-2014-146500;15/02/2017 00:00;20/02/2017 00:00;Standard Class;AT-10735;OFF-BI-10002432;25,30;5,00;,00;11,89;739,00;60,00
970,00;CA-2014-143385;16/02/2017 00:00;21/02/2017 00:00;Standard Class;SJ-20500;TEC-AC-10001635;92,52;9,00;,00;18,50;1 505,00;697,00
972,00;CA-2014-165428;17/02/2017 00:00;20/02/2017 00:00;First Class;JL-15130;OFF-BI-10002949;3,65;3,00;80,00;-6,02;758,00;384,00
974,00;CA-2014-109855;17/02/2017 00:00;21/02/2017 00:00;Standard Class;LH-16900;OFF-BI-10004716;23,74;2,00;20,00;8,31;835,00;462,00
976,00;CA-2014-157721;18/02/2017 00:00;21/02/2017 00:00;First Class;JM-16195;OFF-AP-10001303;19,90;1,00;,00;8,96;404,00;396,00
978,00;CA-2014-127936;18/02/2017 00:00;20/02/2017 00:00;First Class;CL-12565;OFF-AR-10002445;21,24;3,00;,00;8,07;554,00;153,00
980,00;US-2014-138828;18/02/2017 00:00;19/02/2017 00:00;First Class;KD-16345;OFF-PA-10000349;14,94;3,00;,00;7,02;1 043,00;424,00
982,00;CA-2014-158281;18/02/2017 00:00;23/02/2017 00:00;Standard Class;AG-10525;TEC-MA-10002210;559,71;3,00;40,00;-121,27;1 642,00;24,00
984,00;CA-2014-106971;18/02/2017 00:00;24/02/2017 00:00;Standard Class;BM-11785;TEC-AC-10000844;475,94;7,00;20,00;95,19;1 478,00;94,00
986,00;US-2014-120236;19/02/2017 00:00;20/02/2017 00:00;First Class;MR-17545;OFF-BI-10004099;7,68;5,00;80,00;-11,52;806,00;536,00
988,00;CA-2014-136861;21/02/2017 00:00;23/02/2017 00:00;First Class;PR-18880;FUR-FU-10001967;31,98;2,00;20,00;2,00;206,00;608,00
990,00;CA-2014-130449;22/02/2017 00:00;25/02/2017 00:00;First Class;VP-21760;OFF-LA-10001934;58,48;8,00;,00;27,49;970,00;784,00
992,00;CA-2014-122882;23/02/2017 00:00;01/03/2017 00:00;Standard Class;SB-20290;TEC-PH-10003589;32,38;3,00;40,00;4,32;1 815,00;667,00
994,00;CA-2014-122882;23/02/2017 00:00;01/03/2017 00:00;Standard Class;SB-20290;TEC-MA-10004679;399,54;4,00;70,00;-559,36;1 678,00;667,00
996,00;CA-2014-131002;23/02/2017 00:00;28/02/2017 00:00;Second Class;TB-21400;OFF-BI-10000948;42,81;3,00;,00;20,12;671,00;738,00
998,00;CA-2014-131002;23/02/2017 00:00;28/02/2017 00:00;Second Class;TB-21400;FUR-FU-10004665;821,88;6,00;,00;213,69;305,00;738,00
1 000,00;CA-2014-100006;23/02/2017 00:00;01/03/2017 00:00;Standard Class;DK-13375;TEC-PH-10002075;377,97;3,00;,00;109,61;1 753,00;217,00
1 002,00;CA-2014-105165;23/02/2017 00:00;26/02/2017 00:00;First Class;SZ-20035;OFF-BI-10000050;2,92;2,00;80,00;-4,82;639,00;730,00
1 004,00;CA-2014-105165;23/02/2017 00:00;26/02/2017 00:00;First Class;SZ-20035;TEC-AC-10002718;46,69;4,00;20,00;-2,92;1 540,00;730,00
1 006,00;CA-2014-117765;23/02/2017 00:00;01/03/2017 00:00;Standard Class;RB-19465;FUR-TA-10001039;429,90;5,00;,00;111,77;324,00;624,00
1 008,00;CA-2014-117765;23/02/2017 00:00;01/03/2017 00:00;Standard Class;RB-19465;FUR-CH-10004698;161,96;2,00;,00;45,35;129,00;624,00
1 010,00;CA-2014-109918;23/02/2017 00:00;28/02/2017 00:00;Second Class;LR-17035;OFF-SU-10004290;27,36;4,00;,00;7,39;1 451,00;471,00
1 012,00;CA-2014-109918;23/02/2017 00:00;28/02/2017 00:00;Second Class;LR-17035;OFF-BI-10004308;83,92;5,00;20,00;31,47;817,00;471,00
1 014,00;CA-2014-126193;23/02/2017 00:00;02/03/2017 00:00;Standard Class;SS-20410;OFF-BI-10001249;3,83;3,00;80,00;-6,51;688,00;715,00
